"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Unit Price","Product: Metal: Metal Name","Product: Product Code"
"CON-34623","SO-18883","12/28/2020","Gold 100 Corona","11.000000","Central Refining","1830.850000","Gold","G100COR"
"CON-30665","SO-16828","9/25/2020","Gold 100 Corona","5.000000","Elemetal Direct","1804.290000","Gold","G100COR"
"CON-27969","SO-15555","8/3/2020","Gold 100 Corona","24.000000","Central Refining","1923.900000","Gold","G100COR"
"CON-29979","SO-16469","9/16/2020","Gold 100 Corona","1.000000","Central Refining","1913.290000","Gold","G100COR"
"CON-27459","SO-15275","7/20/2020","Gold 100 Corona","4.000000","Central Refining","1767.100000","Gold","G100COR"
"CON-31593","SO-17354","10/13/2020","Gold 100 Corona","10.000000","Elemetal Direct","1836.810000","Gold","G100COR"
"CON-22738","SO-12671","1/14/2020","Gold 100 Corona","7.000000","Central Refining","1502.050000","Gold","G100COR"
"CON-25339","SO-13971","3/19/2020","Gold 100 Corona","12.000000","Iowa Bullion Traders, LLC","1453.000000","Gold","G100COR"
"CON-26721","SO-14840","6/15/2020","Gold 100 Corona","1.000000","Upstate Coins","1669.340000","Gold","G100COR"
"CON-26750","SO-14850","6/16/2020","Gold 100 Corona","9.000000","Upstate Coins","1677.660000","Gold","G100COR"
"CON-24406","SO-13416","2/26/2020","Gold 100 Corona","1.000000","Central Refining","1597.250000","Gold","G100COR"
"CON-23032","SO-12803","1/16/2020","Gold 100 Corona","4.000000","Central Refining","1511.110000","Gold","G100COR"
"CON-24996","SO-13731","3/12/2020","Gold 100 Corona","6.000000","Central Refining","1550.530000","Gold","G100COR"
"CON-26304","SO-14602","5/22/2020","Gold 100 Corona","9.000000","Upstate Coins","1686.800000","Gold","G100COR"
"CON-26626","SO-14781","6/10/2020","Gold 100 Corona","2.000000","Upstate Coins","1676.800000","Gold","G100COR"
"CON-24071","SO-13305","2/18/2020","Gold 100 Corona","4.000000","Central Refining","1552.480000","Gold","G100COR"
"CON-26968","SO-14969","6/29/2020","Gold 100 Corona","2.000000","Central Refining","1721.840000","Gold","G100COR"
"CON-23688","SO-13112","2/4/2020","Gold 100 Corona","1.000000","Central Refining","1515.490000","Gold","G100COR"
"CON-22316","SO-12473","1/7/2020","Gold 100 Corona","10.000000","Central Refining","1527.170000","Gold","G100COR"
"CON-25668","SO-14192","4/14/2020","Gold 100 Corona","4.000000","APMEX Inc.","1712.710000","Gold","G100COR"
"CON-26237","SO-14565","5/19/2020","Gold 100 Corona","1.000000","Central Refining","1694.580000","Gold","G100COR"
"CON-23481","SO-13013","1/28/2020","Gold 100 Corona","3.000000","Central Refining","1531.550000","Gold","G100COR"
"CON-26366","SO-14645","5/27/2020","Gold 100 Corona","3.000000","Upstate Coins","1656.480000","Gold","G100COR"
"CON-23536","SO-13040","1/29/2020","Gold 100 Corona","5.000000","Central Refining","1528.140000","Gold","G100COR"
"CON-24304","SO-13368","2/24/2020","Gold 100 Corona","40.000000","Central Refining","1630.340000","Gold","G100COR"
"CON-24506","SO-13482","2/28/2020","Gold 100 Corona","1.000000","Central Refining","1539.820000","Gold","G100COR"
"CON-22564","SO-12587","1/9/2020","Gold 100 Corona","5.000000","Central Refining","1511.590000","Gold","G100COR"
"CON-23814","SO-13183","2/7/2020","Gold 100 Corona","5.000000","Central Refining","1527.170000","Gold","G100COR"
"CON-24015","SO-13277","2/14/2020","Gold 100 Corona","1.000000","Central Refining","1538.750000","Gold","G100COR"
"CON-23345","SO-12946","1/23/2020","Gold 100 Corona","18.000000","Central Refining","1515.000000","Gold","G100COR"
"CON-24356","SO-13388","2/25/2020","Gold 10 Guilder","1.000000","Central Refining","317.850000","Gold","G10GUILD"
"CON-24015","SO-13277","2/14/2020","Gold 10 Guilder","1.000000","Central Refining","305.650000","Gold","G10GUILD"
"CON-23345","SO-12946","1/23/2020","Gold 10 Guilder","1.000000","Central Refining","300.930000","Gold","G10GUILD"
"CON-34323","SO-18723","12/10/2020","Gold 10 Guilder","10.000000","Elemetal Direct","353.800000","Gold","G10GUILD"
"CON-27923","SO-15532","7/31/2020","Gold 10 Guilder","87.000000","Central Refining","380.100000","Gold","G10GUILD"
"CON-28313","SO-15707","8/11/2020","Gold 10 Guilder","135.000000","Wilshire Coin Exchange/ WC3 Wholesale","378.110000","Gold","G10GUILD"
"CON-33322","SO-18209","11/11/2020","Gold 10 Guilder","15.000000","GVS Austria E.U.","366.250000","Gold","G10GUILD"
"CON-33325","SO-18219","11/11/2020","Gold 10 Guilder","15.000000","A-Mark Precious Metals, Inc.","362.160000","Gold","G10GUILD"
"CON-29979","SO-16469","9/16/2020","Gold 10 Guilder","5.000000","Central Refining","380.040000","Gold","G10GUILD"
"CON-27459","SO-15275","7/20/2020","Gold 10 Guilder","5.000000","Central Refining","351.000000","Gold","G10GUILD"
"CON-31593","SO-17354","10/13/2020","Gold 10 Guilder","51.000000","Elemetal Direct","364.850000","Gold","G10GUILD"
"CON-26611","SO-14775","6/9/2020","Gold 10 Guilder","60.000000","Wilshire Coin Exchange/ WC3 Wholesale","334.650000","Gold","G10GUILD"
"CON-23032","SO-12803","1/16/2020","Gold 10 Guilder","1.000000","Central Refining","300.160000","Gold","G10GUILD"
"CON-22316","SO-12473","1/7/2020","Gold 10 Guilder","12.000000","Central Refining","303.350000","Gold","G10GUILD"
"CON-23157","SO-12858","1/17/2020","Gold 10 Guilder","1.000000","Central Refining","301.570000","Gold","G10GUILD"
"CON-26510","SO-14711","6/3/2020","Gold 10 Guilder","80.000000","Wilshire Coin Exchange/ WC3 Wholesale","334.300000","Gold","G10GUILD"
"CON-32446","SO-17820","11/6/2020","Gold 10 Kroner","1.000000","Central Refining","251.310000","Gold","G10KRON"
"CON-33920","SO-18500","11/24/2020","Gold $10 Modern Commem.","5.000000","Nieffenegger Company, LLC","882.000000","Gold","G10MC"
"CON-33925","SO-18503","11/24/2020","Gold $10 Modern Commem.","7.000000","Nieffenegger Company, LLC","882.600000","Gold","G10MC"
"CON-28507","SO-15803","8/17/2020","Gold $10 Modern Commem.","2.000000","Wilshire Coin Exchange/ WC3 Wholesale","958.920000","Gold","G10MC"
"CON-31623","SO-17374","10/14/2020","Gold $10 Modern Commem.","3.000000","PGS Gold and Coin","924.550000","Gold","G10MC"
"CON-34657","SO-18908","12/29/2020","Gold $10 Modern Commem.","4.000000","A1 Trading, Inc. dba Gold Corner","915.250000","Gold","G10MC"
"CON-34656","SO-18909","12/29/2020","Gold $10 Modern Commem.","20.000000","John Watson","913.270000","Gold","G10MC"
"CON-27906","SO-15520","7/30/2020","Gold $10 Modern Commem.","1.000000","Wilshire Coin Exchange/ WC3 Wholesale","948.510000","Gold","G10MC"
"CON-27376","SO-15214","7/16/2020","Gold $10 Modern Commem.","2.000000","Central Refining","862.390000","Gold","G10MC"
"CON-27691","SO-15407","7/27/2020","Gold $10 Modern Commem.","1.000000","Upstate Coins","933.730000","Gold","G10MC"
"CON-29014","SO-16013","9/4/2020","Gold $10 Modern Commem.","1.000000","Wilshire Coin Exchange/ WC3 Wholesale","930.860000","Gold","G10MC"
"CON-32446","SO-17820","11/6/2020","Gold $10 Modern Commem.","2.000000","Central Refining","938.150000","Gold","G10MC"
"CON-34077","SO-18586","12/1/2020","Gold $10 Modern Commem.","60.000000","Wilshire Coin Exchange/ WC3 Wholesale","879.100000","Gold","G10MC"
"CON-28313","SO-15707","8/11/2020","Gold $10 Modern Commem.","1.000000","Wilshire Coin Exchange/ WC3 Wholesale","940.540000","Gold","G10MC"
"CON-28818","SO-15933","8/28/2020","Gold $10 Modern Commem.","3.000000","Wilshire Coin Exchange/ WC3 Wholesale","949.740000","Gold","G10MC"
"CON-29923","SO-16448","9/14/2020","Gold $10 Modern Commem.","2.000000","Nieffenegger Company, LLC","956.700000","Gold","G10MC"
"CON-27952","SO-15545","7/31/2020","Gold $10 Modern Commem.","41.000000","Wilshire Coin Exchange/ WC3 Wholesale","956.520000","Gold","G10MC"
"CON-28566","SO-15829","8/19/2020","Gold $10 Modern Commem.","10.000000","Nieffenegger Company, LLC","959.000000","Gold","G10MC"
"CON-27459","SO-15275","7/20/2020","Gold $10 Modern Commem.","2.000000","Central Refining","872.190000","Gold","G10MC"
"CON-22738","SO-12671","1/14/2020","Gold $10 Modern Commem.","11.000000","Central Refining","741.300000","Gold","G10MC"
"CON-26452","SO-14679","6/1/2020","Gold $10 Modern Commem.","2.000000","Upstate Coins","846.080000","Gold","G10MC"
"CON-26750","SO-14850","6/16/2020","Gold $10 Modern Commem.","10.000000","Upstate Coins","841.380000","Gold","G10MC"
"CON-24212","SO-13344","2/20/2020","Gold $10 Modern Commem.","1.000000","Central Refining","778.170000","Gold","G10MC"
"CON-24631","SO-13549","3/4/2020","Gold $10 Modern Commem.","2.000000","Central Refining","787.400000","Gold","G10MC"
"CON-25376","SO-13997","3/20/2020","Gold $10 Modern Commem.","20.000000","Nieffenegger Company, LLC","754.300000","Gold","G10MC"
"CON-25401","SO-14018","3/24/2020","Gold $10 Modern Commem.","2.000000","Central Refining","802.340000","Gold","G10MC"
"CON-23032","SO-12803","1/16/2020","Gold $10 Modern Commem.","1.000000","Central Refining","745.840000","Gold","G10MC"
"CON-26626","SO-14781","6/10/2020","Gold $10 Modern Commem.","4.000000","Upstate Coins","840.950000","Gold","G10MC"
"CON-26968","SO-14969","6/29/2020","Gold $10 Modern Commem.","2.000000","Central Refining","849.850000","Gold","G10MC"
"CON-25984","SO-14401","5/1/2020","Gold $10 Modern Commem.","1.000000","Central Refining","808.540000","Gold","G10MC"
"CON-22316","SO-12473","1/7/2020","Gold $10 Modern Commem.","5.000000","Central Refining","753.770000","Gold","G10MC"
"CON-26146","SO-14510","5/13/2020","Gold $10 Modern Commem.","2.000000","Upstate Coins","827.300000","Gold","G10MC"
"CON-22391","SO-12501","1/8/2020","Gold $10 Modern Commem.","4.000000","Central Refining","749.110000","Gold","G10MC"
"CON-23481","SO-13013","1/28/2020","Gold $10 Modern Commem.","1.000000","Central Refining","731.000000","Gold","G10MC"
"CON-26721","SO-14840","6/15/2020","Gold $10 Modern Commem.","3.000000","Upstate Coins","837.200000","Gold","G10MC"
"CON-24934","SO-13690","3/11/2020","Gold $10 Modern Commem.","1.000000","Central Refining","788.360000","Gold","G10MC"
"CON-23814","SO-13183","2/7/2020","Gold $10 Modern Commem.","1.000000","Central Refining","753.770000","Gold","G10MC"
"CON-23861","SO-13205","2/10/2020","Gold $10 Modern Commem.","5.000000","Central Refining","756.890000","Gold","G10MC"
"CON-22655","SO-12622","1/13/2020","Gold Russian 10 Rouble","3.000000","Coin Show Customers","393.000000","Gold","G10ROUB"
"CON-28596","SO-15845","8/20/2020","Gold Russian 10 Rouble","1.000000","Elemetal Direct","480.930000","Gold","G10ROUB"
"CON-27923","SO-15532","7/31/2020","Gold Russian 10 Rouble","2.000000","Central Refining","485.720000","Gold","G10ROUB"
"CON-33896","SO-18485","11/23/2020","Gold Russian 10 Rouble","1.000000","Central Refining","454.340000","Gold","G10ROUB"
"CON-25668","SO-14192","4/14/2020","Gold Russian 10 Rouble","1.000000","APMEX Inc.","476.090000","Gold","G10ROUB"
"CON-28790","SO-15918","8/27/2020","Gold 2015-W 1 oz American Liberty High Relief","4.000000","360 Coin Group DBA South Austin Coin Exchange","2109.000000","Gold","G15WAMLIBHR"
"CON-28529","SO-15814","8/18/2020","Gold 2015-W 1 oz American Liberty High Relief","2.000000","RARCOA","2198.000000","Gold","G15WAMLIBHR"
"CON-31614","SO-17371","10/14/2020","Gold 1 Ducat","200.000000","A-Mark Precious Metals, Inc.","210.460000","Gold","G1DUC"
"CON-27589","SO-15352","7/23/2020","Gold 1 Ducat","106.000000","GVS Austria E.U.","209.850000","Gold","G1DUC"
"CON-31194","SO-17112","10/8/2020","Gold 1 Ducat","150.000000","GVS Austria E.U.","211.500000","Gold","G1DUC"
"CON-34436","SO-18775","12/16/2020","Gold 1 Ducat","12.000000","A-Mark Precious Metals, Inc.","206.030000","Gold","G1DUC"
"CON-27651","SO-15384","7/24/2020","Gold 1 Ducat","151.000000","GVS Austria E.U.","212.750000","Gold","G1DUC"
"CON-31843","SO-17506","10/23/2020","Gold 1 Ducat","50.000000","GVS Austria E.U.","212.250000","Gold","G1DUC"
"CON-27439","SO-15259","7/20/2020","Gold 1 Ducat","106.000000","A-Mark Precious Metals, Inc.","200.710000","Gold","G1DUC"
"CON-33322","SO-18209","11/11/2020","Gold 1 Ducat","100.000000","GVS Austria E.U.","208.250000","Gold","G1DUC"
"CON-33325","SO-18219","11/11/2020","Gold 1 Ducat","64.000000","A-Mark Precious Metals, Inc.","205.910000","Gold","G1DUC"
"CON-34279","SO-18697","12/9/2020","Gold 1 Ducat","55.000000","A-Mark Precious Metals, Inc.","205.410000","Gold","G1DUC"
"CON-28355","SO-15733","8/11/2020","Gold 1 Ducat","20.000000","Royal Gold & Silver Exchange","220.000000","Gold","G1DUC"
"CON-30156","SO-16559","9/21/2020","Gold 1 Ducat","50.000000","GVS Austria E.U.","211.320000","Gold","G1DUC"
"CON-30164","SO-16565","9/21/2020","Gold 1 Ducat","3.000000","A-Mark Precious Metals, Inc.","210.410000","Gold","G1DUC"
"CON-28559","SO-15824","8/19/2020","Gold 1 Ducat","10.000000","GVS Austria E.U.","221.400000","Gold","G1DUC"
"CON-27776","SO-15451","7/28/2020","Gold 1 Ducat","151.000000","A-Mark Precious Metals, Inc.","215.430000","Gold","G1DUC"
"CON-28560","SO-15825","8/19/2020","Gold 1 Ducat","10.000000","A-Mark Precious Metals, Inc.","218.150000","Gold","G1DUC"
"CON-29823","SO-16393","9/9/2020","Gold 1 Ducat","4.000000","GVS Austria E.U.","217.450000","Gold","G1DUC"
"CON-31133","SO-17073","10/6/2020","Gold 1 Ducat","3.000000","A-Mark Precious Metals, Inc.","210.510000","Gold","G1DUC"
"CON-33670","SO-18356","11/12/2020","Gold 1 Ducat","29.000000","A-Mark Precious Metals, Inc.","207.330000","Gold","G1DUC"
"CON-29824","SO-16394","9/9/2020","Gold 1 Ducat","4.000000","A-Mark Precious Metals, Inc.","215.040000","Gold","G1DUC"
"CON-34202","SO-18661","12/7/2020","Gold 1 Ducat","100.000000","GVS Austria E.U.","208.450000","Gold","G1DUC"
"CON-34511","SO-18814","12/18/2020","Gold 1 Ducat","12.000000","A-Mark Precious Metals, Inc.","207.900000","Gold","G1DUC"
"CON-26775","SO-14862","6/17/2020","Gold 1 Ducat","93.000000","APMEX Inc.","190.860000","Gold","G1DUC"
"CON-22184","SO-12427","1/3/2020","Gold 1 Ducat","9.000000","GVS Austria E.U.","172.850000","Gold","G1DUC"
"CON-25841","SO-14302","4/23/2020","Gold 1 Ducat","200.000000","JM Bullion LLC","196.560000","Gold","G1DUC"
"CON-26305","SO-14603","5/22/2020","Gold 1 Ducat","152.000000","A-Mark Precious Metals, Inc.","191.850000","Gold","G1DUC"
"CON-24065","SO-13302","2/18/2020","Gold 1 Ducat","1.000000","A-Mark Precious Metals, Inc.","175.910000","Gold","G1DUC"
"CON-24418","SO-13425","2/26/2020","Gold 1 Ducat","1.000000","A-Mark Precious Metals, Inc.","181.360000","Gold","G1DUC"
"CON-26655","SO-14798","6/11/2020","Gold 1 Ducat","98.000000","A-Mark Precious Metals, Inc.","191.876000","Gold","G1DUC"
"CON-24668","SO-13567","3/4/2020","Gold 1 Ducat","2.000000","A-Mark Precious Metals, Inc.","181.090000","Gold","G1DUC"
"CON-22315","SO-12471","1/7/2020","Gold 1 Ducat","4.000000","A-Mark Precious Metals, Inc.","173.450000","Gold","G1DUC"
"CON-23158","SO-12863","1/17/2020","Gold 1 Ducat","1.000000","A-Mark Precious Metals, Inc.","172.620000","Gold","G1DUC"
"CON-25655","SO-14186","4/14/2020","Gold 1 Ducat","50.000000","APMEX Inc.","197.270000","Gold","G1DUC"
"CON-24170","SO-13330","2/19/2020","Gold 1 Ducat","1.000000","A-Mark Precious Metals, Inc.","178.030000","Gold","G1DUC"
"CON-24259","SO-13357","2/21/2020","Gold 1 Ducat","20.000000","A-Mark Precious Metals, Inc.","182.040000","Gold","G1DUC"
"CON-24458","SO-13444","2/27/2020","Gold 1 Ducat","14.000000","A-Mark Precious Metals, Inc.","181.260000","Gold","G1DUC"
"CON-26144","SO-14508","5/13/2020","Gold 1 Ducat","250.000000","GVS Austria E.U.","193.500000","Gold","G1DUC"
"CON-25767","SO-14247","4/21/2020","Gold 1 Ducat","20.000000","GVS Austria E.U.","187.600000","Gold","G1DUC"
"CON-23896","SO-13221","2/11/2020","Gold 1 Ducat","1.000000","Central Refining","172.250000","Gold","G1DUC"
"CON-25804","SO-14277","4/22/2020","Gold 1 Ducat","12.000000","The Bronze Look, LLC","204.000000","Gold","G1DUC"
"CON-22643","SO-12613","1/10/2020","Gold 1 Ducat","5.000000","A-Mark Precious Metals, Inc.","172.770000","Gold","G1DUC"
"CON-25585","SO-14144","4/6/2020","Gold 1 Ducat","25.000000","APMEX Inc.","186.190000","Gold","G1DUC"
"CON-23976","SO-13259","2/13/2020","Gold 1 Ducat","12.000000","A-Mark Precious Metals, Inc.","174.330000","Gold","G1DUC"
"CON-24762","SO-13600","3/6/2020","Gold 1 Ducat","5.000000","A-Mark Precious Metals, Inc.","185.060000","Gold","G1DUC"
"CON-23339","SO-12944","1/22/2020","Gold 1 Ducat","5.000000","A-Mark Precious Metals, Inc.","172.470000","Gold","G1DUC"
"CON-23828","SO-13190","2/7/2020","Gold 1 Ducat","3.000000","A-Mark Precious Metals, Inc.","173.830000","Gold","G1DUC"
"CON-24953","SO-13704","3/12/2020","Gold 1 Ducat","10.000000","A-Mark Precious Metals, Inc.","175.720000","Gold","G1DUC"
"CON-30009","SO-16486","9/17/2020","Gold 20 Franc Angel","5.000000","APMEX Inc.","382.420000","Gold","G20FA"
"CON-34682","SO-18935","12/30/2020","Gold 20 Franc Angel","50.000000","A-Mark Precious Metals, Inc.","350.980000","Gold","G20FA"
"CON-30855","SO-16931","9/30/2020","Gold 20 Franc Angel","3.000000","APMEX Inc.","363.400000","Gold","G20FA"
"CON-33273","SO-18183","11/11/2020","Gold 20 Franc Angel","5.000000","APMEX Inc.","357.490000","Gold","G20FA"
"CON-34613","SO-18878","12/28/2020","Gold 20 Franc Angel","11.000000","APMEX Inc.","354.960000","Gold","G20FA"
"CON-28021","SO-15578","8/4/2020","Gold 20 Franc Angel","169.000000","JM Bullion LLC","378.370000","Gold","G20FA"
"CON-27695","SO-15409","7/27/2020","Gold 20 Franc Angel","13.000000","APMEX Inc.","371.580000","Gold","G20FA"
"CON-27695","SO-15409","7/27/2020","Gold 20 Franc Angel","16.000000","APMEX Inc.","366.580000","Gold","G20FA"
"CON-27695","SO-15409","7/27/2020","Gold 20 Franc Angel","5.000000","APMEX Inc.","381.580000","Gold","G20FA"
"CON-33322","SO-18209","11/11/2020","Gold 20 Franc Angel","10.000000","GVS Austria E.U.","351.250000","Gold","G20FA"
"CON-27925","SO-15533","7/31/2020","Gold 20 Franc Angel","69.000000","APMEX Inc.","372.240000","Gold","G20FA"
"CON-33325","SO-18219","11/11/2020","Gold 20 Franc Angel","10.000000","A-Mark Precious Metals, Inc.","347.280000","Gold","G20FA"
"CON-28900","SO-15958","8/31/2020","Gold 20 Franc Angel","5.000000","APMEX Inc.","372.130000","Gold","G20FA"
"CON-28900","SO-15958","8/31/2020","Gold 20 Franc Angel","8.000000","APMEX Inc.","377.130000","Gold","G20FA"
"CON-28900","SO-15958","8/31/2020","Gold 20 Franc Angel","4.000000","APMEX Inc.","387.130000","Gold","G20FA"
"CON-29804","SO-16382","9/8/2020","Gold 20 Franc Angel","9.000000","APMEX Inc.","370.650000","Gold","G20FA"
"CON-31580","SO-17344","10/13/2020","Gold 20 Franc Angel","5.000000","APMEX Inc.","372.000000","Gold","G20FA"
"CON-33870","SO-18471","11/23/2020","Gold 20 Franc Angel","50.000000","GVS Austria E.U.","348.500000","Gold","G20FA"
"CON-34042","SO-18568","12/1/2020","Gold 20 Franc Angel","2.000000","APMEX Inc.","347.890000","Gold","G20FA"
"CON-31813","SO-17485","10/22/2020","Gold 20 Franc Angel","22.000000","JM Bullion LLC","360.220000","Gold","G20FA"
"CON-34220","SO-18666","12/7/2020","Gold 20 Franc Angel","1.000000","APMEX Inc.","348.820000","Gold","G20FA"
"CON-26304","SO-14602","5/22/2020","Gold 20 Franc Angel","25.000000","Upstate Coins","329.230000","Gold","G20FA"
"CON-34623","SO-18883","12/28/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","348.720000","Gold","G20FMIX"
"CON-33695","SO-18371","11/13/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","349.500000","Gold","G20FMIX"
"CON-27538","SO-15324","7/22/2020","Gold 20 Franc Mixed Types","100.000000","Wilshire Coin Exchange/ WC3 Wholesale","349.400000","Gold","G20FMIX"
"CON-27906","SO-15520","7/30/2020","Gold 20 Franc Mixed Types","37.000000","Wilshire Coin Exchange/ WC3 Wholesale","368.260000","Gold","G20FMIX"
"CON-34242","SO-18680","12/8/2020","Gold 20 Franc Mixed Types","1.000000","Central Refining","346.440000","Gold","G20FMIX"
"CON-27446","SO-15262","7/20/2020","Gold 20 Franc Mixed Types","100.000000","Wilshire Coin Exchange/ WC3 Wholesale","342.230000","Gold","G20FMIX"
"CON-28818","SO-15933","8/28/2020","Gold 20 Franc Mixed Types","69.000000","Wilshire Coin Exchange/ WC3 Wholesale","366.120000","Gold","G20FMIX"
"CON-27938","SO-15538","7/31/2020","Gold 20 Franc Mixed Types","45.000000","APMEX Inc.","369.300000","Gold","G20FMIX"
"CON-30665","SO-16828","9/25/2020","Gold 20 Franc Mixed Types","4.000000","Elemetal Direct","343.670000","Gold","G20FMIX"
"CON-31761","SO-17456","10/20/2020","Gold 20 Franc Mixed Types","5.000000","A1 Trading, Inc. dba Gold Corner","360.800000","Gold","G20FMIX"
"CON-27465","SO-15280","7/20/2020","Gold 20 Franc Mixed Types","5.000000","Louisiana Gold & Coins","347.000000","Gold","G20FMIX"
"CON-24023","SO-13285","2/14/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","293.510000","Gold","G20FMIX"
"CON-26452","SO-14679","6/1/2020","Gold 20 Franc Mixed Types","20.000000","Upstate Coins","329.280000","Gold","G20FMIX"
"CON-26750","SO-14850","6/16/2020","Gold 20 Franc Mixed Types","4.000000","Upstate Coins","324.480000","Gold","G20FMIX"
"CON-23032","SO-12803","1/16/2020","Gold 20 Franc Mixed Types","5.000000","Central Refining","287.820000","Gold","G20FMIX"
"CON-26611","SO-14775","6/9/2020","Gold 20 Franc Mixed Types","133.000000","Wilshire Coin Exchange/ WC3 Wholesale","326.100000","Gold","G20FMIX"
"CON-26626","SO-14781","6/10/2020","Gold 20 Franc Mixed Types","10.000000","Upstate Coins","327.310000","Gold","G20FMIX"
"CON-23389","SO-12971","1/24/2020","Gold 20 Franc Mixed Types","1.000000","Central Refining","291.530000","Gold","G20FMIX"
"CON-24071","SO-13305","2/18/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","295.700000","Gold","G20FMIX"
"CON-26827","SO-14888","6/19/2020","Gold 20 Franc Mixed Types","100.000000","Dillon Gage Inc. of Dallas","330.880000","Gold","G20FMIX"
"CON-23157","SO-12858","1/17/2020","Gold 20 Franc Mixed Types","1.000000","Central Refining","289.180000","Gold","G20FMIX"
"CON-25640","SO-14180","4/13/2020","Gold 20 Franc Mixed Types","4.000000","A-Mark Precious Metals, Inc.","316.180000","Gold","G20FMIX"
"CON-27037","SO-15013","7/2/2020","Gold 20 Franc Mixed Types","148.000000","Wilshire Coin Exchange/ WC3 Wholesale","334.670000","Gold","G20FMIX"
"CON-22345","SO-12485","1/7/2020","Gold 20 Franc Mixed Types","13.000000","Central Refining","291.230000","Gold","G20FMIX"
"CON-26237","SO-14565","5/19/2020","Gold 20 Franc Mixed Types","45.000000","Central Refining","322.770000","Gold","G20FMIX"
"CON-25769","SO-14249","4/21/2020","Gold 20 Franc Mixed Types","6.000000","APMEX Inc.","322.090000","Gold","G20FMIX"
"CON-25769","SO-14249","4/21/2020","Gold 20 Franc Mixed Types","8.000000","APMEX Inc.","322.090000","Gold","G20FMIX"
"CON-24499","SO-13476","2/28/2020","Gold 20 Franc Mixed Types","6.000000","Central Refining","294.500000","Gold","G20FMIX"
"CON-24732","SO-13589","3/6/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","307.200000","Gold","G20FMIX"
"CON-24304","SO-13368","2/24/2020","Gold 20 Franc Mixed Types","29.000000","Central Refining","310.530000","Gold","G20FMIX"
"CON-24506","SO-13482","2/28/2020","Gold 20 Franc Mixed Types","3.000000","Central Refining","293.290000","Gold","G20FMIX"
"CON-25804","SO-14277","4/22/2020","Gold 20 Franc Mixed Types","5.000000","The Bronze Look, LLC","335.500000","Gold","G20FMIX"
"CON-22588","SO-12588","1/10/2020","Gold 20 Franc Mixed Types","5.000000","Central Refining","287.920000","Gold","G20FMIX"
"CON-24934","SO-13690","3/11/2020","Gold 20 Franc Mixed Types","29.000000","Central Refining","304.230000","Gold","G20FMIX"
"CON-22654","SO-12621","1/13/2020","Gold 20 Franc Mixed Types","2.000000","Central Refining","287.170000","Gold","G20FMIX"
"CON-23322","SO-12935","1/22/2020","Gold 20 Franc Mixed Types","8.000000","Central Refining","288.840000","Gold","G20FMIX"
