"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Unit Price","Product: Metal: Metal Name","Product: Product Code"
"CON-40795","SO-23001","9/21/2021","Gold Austrian 1000 Shilling","25.000000","Central Refining","690.820000","Gold","G1000SHIL"
"CON-38075","SO-21367","5/28/2021","Gold 100 Corona","20.000000","Dillon Gage Inc. of Dallas","1864.500000","Gold","G100COR"
"CON-36722","SO-20379","3/17/2021","Gold 100 Corona","1.000000","APMEX Inc.","1724.760000","Gold","G100COR"
"CON-37357","SO-20871","4/19/2021","Gold 100 Corona","4.000000","APMEX Inc.","1750.930000","Gold","G100COR"
"CON-42270","SO-23994","11/10/2021","Gold 100 Corona","5.000000","Claudio Vallejo","1818.000000","Gold","G100COR"
"CON-42426","SO-24098","11/17/2021","Gold 100 Corona","4.000000","Dillon Gage Inc. of Dallas","1828.070000","Gold","G100COR"
"CON-35458","SO-19459","1/25/2021","Gold 100 Corona","7.000000","Claudio Vallejo","1826.380000","Gold","G100COR"
"CON-35217","SO-19264","1/15/2021","Gold 10 Guilder","1.000000","APMEX Inc.","358.260000","Gold","G10GUILD"
"CON-36722","SO-20379","3/17/2021","Gold 10 Guilder","2.000000","APMEX Inc.","341.620000","Gold","G10GUILD"
"CON-38735","SO-21746","6/24/2021","Gold 10 Guilder","2.000000","APMEX Inc.","352.530000","Gold","G10GUILD"
"CON-38753","SO-21759","6/25/2021","Gold 10 Guilder","50.000000","Claudio Vallejo","351.000000","Gold","G10GUILD"
"CON-40795","SO-23001","9/21/2021","Gold 10 Guilder","114.000000","Central Refining","344.350000","Gold","G10GUILD"
"CON-42426","SO-24098","11/17/2021","Gold 10 Guilder","50.000000","Dillon Gage Inc. of Dallas","363.120000","Gold","G10GUILD"
"CON-40470","SO-22817","9/14/2021","Gold 10 Kroner","115.000000","Pacifica Trading","264.000000","Gold","G10KRON"
"CON-39922","SO-22515","8/25/2021","Gold $10 Modern Commem.","29.000000","Minneapolis Gold & Silver","892.000000","Gold","G10MC"
"CON-34748","SO-18952","1/4/2021","Gold $10 Modern Commem.","19.000000","John Watson","942.540000","Gold","G10MC"
"CON-37041","SO-20631","4/1/2021","Gold $10 Modern Commem.","10.000000","Wilshire Coin Exchange/ WC3 Wholesale","856.510000","Gold","G10MC"
"CON-40163","SO-22660","9/2/2021","Gold $10 Modern Commem.","13.000000","Great Collections.com","910.000000","Gold","G10MC"
"CON-37929","SO-21269","5/20/2021","Gold $10 Modern Commem.","4.000000","Money Metals Exchange LLC","943.150000","Gold","G10MC"
"CON-39645","SO-22315","8/11/2021","Gold $10 Modern Commem.","14.000000","Nieffenegger Company, LLC","872.600000","Gold","G10MC"
"CON-39635","SO-22316","8/11/2021","Gold $10 Modern Commem.","3.000000","APMEX Inc.","857.330000","Gold","G10MC"
"CON-41105","SO-23205","10/1/2021","Gold $10 Modern Commem.","5.000000","Money Metals Exchange LLC","869.750000","Gold","G10MC"
"CON-42426","SO-24098","11/17/2021","Gold $10 Modern Commem.","8.000000","Dillon Gage Inc. of Dallas","902.280000","Gold","G10MC"
"CON-41001","SO-23126","9/28/2021","Gold $10 Modern Commem.","8.000000","Flower Hill Collectables","805.000000","Gold","G10MC"
"CON-36744","SO-20401","3/18/2021","Gold Russian 10 Rouble","1.000000","Gleyzer International Inc","470.000000","Gold","G10ROUB"
"CON-38004","SO-21318","5/25/2021","Gold 1 Ducat","33.000000","A-Mark Precious Metals, Inc.","210.330000","Gold","G1DUC"
"CON-38173","SO-21422","6/4/2021","Gold 1 Ducat","63.000000","A-Mark Precious Metals, Inc.","208.880000","Gold","G1DUC"
"CON-36570","SO-20265","3/10/2021","Gold 1 Ducat","5.000000","A-Mark Precious Metals, Inc.","190.170000","Gold","G1DUC"
"CON-42404","SO-24081","11/16/2021","Gold 20 Franc Angel","2.000000","The Bronze Look, LLC","359.000000","Gold","G20FA"
"CON-35582","SO-19531","1/28/2021","Gold 20 Franc Angel","40.000000","APMEX Inc.","353.270000","Gold","G20FA"
"CON-35217","SO-19264","1/15/2021","Gold 20 Franc Angel","10.000000","APMEX Inc.","343.620000","Gold","G20FA"
"CON-36999","SO-20600","3/31/2021","Gold 20 Franc Mixed Types","10.000000","Williams Coin Stamp & Bullion","332.000000","Gold","G20FMIX"
"CON-39136","SO-21991","7/20/2021","Gold 20 Franc Mixed Types","22.000000","Wilshire Coin Exchange/ WC3 Wholesale","338.930000","Gold","G20FMIX"
"CON-37874","SO-21237","5/18/2021","Gold 20 Franc Mixed Types","1.000000","Gold Rush Mercantile & Trading","363.440000","Gold","G20FMIX"
"CON-40156","SO-22659","9/2/2021","Gold 20 Franc Mixed Types","67.000000","Capstone Acquisitions","349.740000","Gold","G20FMIX"
"CON-40175","SO-22668","9/3/2021","Gold 20 Franc Mixed Types","16.000000","Capstone Acquisitions","353.650000","Gold","G20FMIX"
"CON-38034","SO-21335","5/26/2021","Gold 20 Franc Mixed Types","6.000000","Gold Rush Mercantile & Trading","368.500000","Gold","G20FMIX"
"CON-38181","SO-21427","6/4/2021","Gold 20 Franc Mixed Types","6.000000","Gold Rush Mercantile & Trading","368.000000","Gold","G20FMIX"
"CON-38377","SO-21528","6/11/2021","Gold 20 Franc Mixed Types","6.000000","Gold Rush Mercantile & Trading","365.200000","Gold","G20FMIX"
"CON-42787","SO-24376","12/3/2021","Gold 20 Franc Mixed Types","8.000000","Gold Rush Mercantile & Trading","345.000000","Gold","G20FMIX"
"CON-36205","SO-20002","2/23/2021","Gold 20 Franc Napoleon","21.000000","John Watson","345.550000","Gold","G20FN"
"CON-36276","SO-20055","2/26/2021","Gold 20 Franc Napoleon","78.000000","John Watson","334.000000","Gold","G20FN"
"CON-35198","SO-19249","1/15/2021","Gold 20 Franc Napoleon","52.000000","GVS Austria E.U.","344.250000","Gold","G20FN"
"CON-39913","SO-22508","8/25/2021","Gold 20 Franc Rooster","68.000000","APMEX Inc.","342.000000","Gold","G20FR"
"CON-36534","SO-20236","3/8/2021","Gold 20 Franc Rooster","3.000000","Gold Rush Mercantile & Trading","329.000000","Gold","G20FR"
"CON-36205","SO-20002","2/23/2021","Gold 20 Franc Rooster","78.000000","John Watson","345.550000","Gold","G20FR"
"CON-36455","SO-20178","3/4/2021","Gold 20 Franc Rooster","10.000000","Numismatic Treasures Ltd.","328.000000","Gold","G20FR"
"CON-38904","SO-21859","7/8/2021","Gold 20 Franc Rooster","8.000000","Gold Rush Mercantile & Trading","351.000000","Gold","G20FR"
"CON-38637","SO-21680","6/17/2021","Gold 20 Franc Rooster","6.000000","Gold Rush Mercantile & Trading","346.000000","Gold","G20FR"
"CON-41170","SO-23250","10/4/2021","Gold 20 Franc Rooster","40.000000","Capstone Acquisitions","346.400000","Gold","G20FR"
"CON-41219","SO-23286","10/6/2021","Gold 20 Franc Rooster","15.000000","Capstone Acquisitions","344.000000","Gold","G20FR"
"CON-42404","SO-24081","11/16/2021","Gold 20 Franc Rooster","2.000000","The Bronze Look, LLC","359.000000","Gold","G20FR"
"CON-41415","SO-23416","10/13/2021","Gold 20 Franc Rooster","26.000000","Capstone Acquisitions","350.500000","Gold","G20FR"
"CON-41074","SO-23178","9/30/2021","Gold 20 Franc Rooster","50.000000","Capstone Acquisitions","340.000000","Gold","G20FR"
"CON-36329","SO-20089","3/1/2021","Gold 20 Franc Suisse","13.000000","John Watson","332.000000","Gold","G20FS"
"CON-39344","SO-22103","7/28/2021","Gold 20 Franc Suisse","105.000000","Wilshire Coin Exchange/ WC3 Wholesale","342.150000","Gold","G20FS"
"CON-36999","SO-20600","3/31/2021","Gold 20 Franc Suisse","15.000000","Williams Coin Stamp & Bullion","332.000000","Gold","G20FS"
"CON-39136","SO-21991","7/20/2021","Gold 20 Franc Suisse","200.000000","Wilshire Coin Exchange/ WC3 Wholesale","343.930000","Gold","G20FS"
"CON-35964","SO-19834","2/8/2021","Gold 20 Franc Suisse","55.000000","A-Mark Precious Metals, Inc.","342.800000","Gold","G20FS"
"CON-35965","SO-19835","2/8/2021","Gold 20 Franc Suisse","80.000000","APMEX Inc.","348.950000","Gold","G20FS"
"CON-37874","SO-21237","5/18/2021","Gold 20 Franc Suisse","2.000000","Gold Rush Mercantile & Trading","363.440000","Gold","G20FS"
"CON-39493","SO-22195","8/5/2021","Gold 20 Franc Suisse","160.000000","Beverly Hills PMX, Inc.","350.000000","Gold","G20FS"
"CON-37221","SO-20768","4/12/2021","Gold 20 Franc Suisse","50.000000","Capstone Acquisitions","336.500000","Gold","G20FS"
"CON-40191","SO-22678","9/3/2021","Gold 20 Franc Suisse","73.000000","Beverly Hills PMX, Inc.","358.200000","Gold","G20FS"
"CON-39025","SO-21931","7/16/2021","Gold 20 Franc Suisse","50.000000","Dillon Gage Inc. of Dallas","341.960000","Gold","G20FS"
"CON-39026","SO-21932","7/16/2021","Gold 20 Franc Suisse","100.000000","Wilshire Coin Exchange/ WC3 Wholesale","345.110000","Gold","G20FS"
"CON-36129","SO-19950","2/19/2021","Gold 20 Franc Suisse","7.000000","Santa Fe Coins and Jewelry","341.000000","Gold","G20FS"
"CON-36139","SO-19956","2/19/2021","Gold 20 Franc Suisse","100.000000","Capstone Acquisitions","341.700000","Gold","G20FS"
"CON-36433","SO-20160","3/3/2021","Gold 20 Franc Suisse","62.000000","Capstone Acquisitions","333.000000","Gold","G20FS"
"CON-36156","SO-19968","2/22/2021","Gold 20 Franc Suisse","100.000000","Capstone Acquisitions","347.200000","Gold","G20FS"
"CON-39059","SO-21955","7/19/2021","Gold 20 Franc Suisse","100.000000","Wilshire Coin Exchange/ WC3 Wholesale","345.100000","Gold","G20FS"
"CON-39319","SO-22085","7/27/2021","Gold 20 Franc Suisse","20.000000","Coin & Treasure","349.000000","Gold","G20FS"
"CON-42277","SO-24004","11/10/2021","Gold 20 Franc Suisse","14.000000","Capstone Acquisitions","362.900000","Gold","G20FS"
"CON-40804","SO-23004","9/21/2021","Gold 20 Franc Suisse","78.000000","Beverly Hills PMX, Inc.","347.750000","Gold","G20FS"
"CON-41379","SO-23387","10/12/2021","Gold 20 Franc Suisse","20.000000","Capstone Acquisitions","346.500000","Gold","G20FS"
"CON-41415","SO-23416","10/13/2021","Gold 20 Franc Suisse","40.000000","Capstone Acquisitions","350.500000","Gold","G20FS"
"CON-42014","SO-23835","11/2/2021","Gold 20 Franc Suisse","23.000000","Capstone Acquisitions","347.800000","Gold","G20FS"
"CON-35174","SO-19231","1/14/2021","Gold 20 Franc Suisse","20.000000","US Gold Bureau LLC","350.850000","Gold","G20FS"
"CON-35192","SO-19244","1/15/2021","Gold 20 Franc Suisse","80.000000","A-Mark Precious Metals, Inc.","344.570000","Gold","G20FS"
"CON-35198","SO-19249","1/15/2021","Gold 20 Franc Suisse","250.000000","GVS Austria E.U.","345.950000","Gold","G20FS"
"CON-35200","SO-19251","1/15/2021","Gold 20 Franc Suisse","176.000000","A-Mark Precious Metals, Inc.","360.530000","Gold","G20FS"
"CON-37975","SO-21296","5/24/2021","Gold 20 Mark","20.000000","APMEX Inc.","440.040000","Gold","G20MARK"
"CON-39453","SO-22176","8/4/2021","Gold 20 Mark","4.000000","APMEX Inc.","423.980000","Gold","G20MARK"
"CON-39314","SO-22082","7/27/2021","Gold 20 Mark","29.000000","APMEX Inc.","421.630000","Gold","G20MARK"
"CON-38004","SO-21318","5/25/2021","Gold 4 Ducat","40.000000","A-Mark Precious Metals, Inc.","841.700000","Gold","G4DUC"
"CON-38173","SO-21422","6/4/2021","Gold 4 Ducat","1.000000","A-Mark Precious Metals, Inc.","835.910000","Gold","G4DUC"
"CON-39922","SO-22515","8/25/2021","Gold $5 Gold Modern Commem.","12.000000","Minneapolis Gold & Silver","446.000000","Gold","G5MC"
"CON-34748","SO-18952","1/4/2021","Gold $5 Gold Modern Commem.","20.000000","John Watson","472.770000","Gold","G5MC"
"CON-37041","SO-20631","4/1/2021","Gold $5 Gold Modern Commem.","5.000000","Wilshire Coin Exchange/ WC3 Wholesale","428.250000","Gold","G5MC"
"CON-37929","SO-21269","5/20/2021","Gold $5 Gold Modern Commem.","16.000000","Money Metals Exchange LLC","476.100000","Gold","G5MC"
"CON-38735","SO-21746","6/24/2021","Gold $5 Gold Modern Commem.","2.000000","APMEX Inc.","434.300000","Gold","G5MC"
"CON-39645","SO-22315","8/11/2021","Gold $5 Gold Modern Commem.","21.000000","Nieffenegger Company, LLC","436.300000","Gold","G5MC"
"CON-42289","SO-24007","11/11/2021","Gold $5 Gold Modern Commem.","10.000000","TexasCoins.com","459.000000","Gold","G5MC"
"CON-43197","SO-24676","12/23/2021","Gold $5 Gold Modern Commem.","13.000000","Claudio Vallejo","445.800000","Gold","G5MC"
"CON-40822","SO-23018","9/22/2021","Gold $5 Gold Modern Commem.","20.000000","Nieffenegger Company, LLC","437.750000","Gold","G5MC"
"CON-40831","SO-23024","9/22/2021","Gold $5 Gold Modern Commem.","25.000000","Nieffenegger Company, LLC","437.500000","Gold","G5MC"
"CON-40837","SO-23029","9/22/2021","Gold $5 Gold Modern Commem.","15.000000","Nieffenegger Company, LLC","438.500000","Gold","G5MC"
"CON-41620","SO-23546","10/19/2021","Gold $5 Gold Modern Commem.","4.000000","TSM Coins","443.000000","Gold","G5MC"
"CON-35471","SO-19464","1/25/2021","Gold $5 Gold Modern Commem.","36.000000","Bayside Metal Exchange","453.700000","Gold","G5MC"
"CON-35083","SO-19166","1/12/2021","Gold $5 Gold Modern Commem.","22.000000","Cheap Treasures","450.000000","Gold","G5MC"
"CON-43245","SO-24703","12/28/2021","Gold Bar 100g Any Brand","1.000000","Towne Square Jewelers (IL)","5897.000000","Gold","GB100G"
"CON-37966","SO-21294","5/24/2021","Gold Bar 100g Any Brand","1.000000","Royal Gold & Silver Exchange","6117.000000","Gold","GB100G"
"CON-39892","SO-22496","8/24/2021","Gold Bar 100g Any Brand","5.000000","K.B. Zaveree","5897.000000","Gold","GB100G"
"CON-37053","SO-20641","4/1/2021","Gold Bar 100g Any Brand","2.000000","Tanmai Jewelers","5662.000000","Gold","GB100G"
"CON-36122","SO-19941","2/18/2021","Gold Bar 100g Any Brand","1.000000","Tanmai Jewelers","5800.000000","Gold","GB100G"
"CON-39635","SO-22316","8/11/2021","Gold Bar 100g Any Brand","1.000000","APMEX Inc.","5687.380000","Gold","GB100G"
"CON-40443","SO-22806","9/13/2021","Gold Bar 100g Any Brand","2.000000","Expressions Gold Exchange","5825.000000","Gold","GB100G"
"CON-43183","SO-24670","12/22/2021","Gold Bar 100g Any Brand","1.000000","Towne Square Jewelers (IL)","5866.500000","Gold","GB100G"
"CON-41877","SO-23734","10/28/2021","Gold Bar 100g Any Brand","1.000000","Rudy's Gold & Silver","5853.000000","Gold","GB100G"
"CON-41352","SO-23369","10/11/2021","Gold Bar 100g Any Brand","2.000000","Rudy's Gold & Silver","5700.000000","Gold","GB100G"
"CON-42012","SO-23834","11/2/2021","Gold Bar 100g Any Brand","1.000000","Rudy's Gold & Silver","5810.000000","Gold","GB100G"
"CON-42031","SO-23847","11/3/2021","Gold Bar 100g Any Brand","1.000000","Rudy's Gold & Silver","5731.250000","Gold","GB100G"
"CON-42540","SO-24176","11/22/2021","Gold Bar 100g Any Brand","1.000000","Rudy's Gold & Silver","5864.000000","Gold","GB100G"
"CON-36337","SO-20096","3/1/2021","Gold Bar 100 g PAMP Fortuna","1.000000","Tanmai Jewelers","5644.000000","Gold","GB100GPAMPF"
"CON-34792","SO-18976","1/5/2021","Gold Bar 100 g PAMP Fortuna","1.000000","Rudy's Gold & Silver","6345.000000","Gold","GB100GPAMPF"
"CON-43037","SO-24566","12/15/2021","Gold Bar 100 g PAMP Fortuna","20.000000","Paras Gold Inc.","5746.000000","Gold","GB100GPAMPF"
"CON-35555","SO-19512","1/27/2021","Gold Bar 100 g PAMP Fortuna","2.000000","Rudy's Gold & Silver","6000.000000","Gold","GB100GPAMPF"
"CON-35536","SO-19503","1/27/2021","Gold Bar 10 oz Credit Suisse","1.000000","ATL Finds","18625.000000","Gold","GB10CREDIT"
"CON-34990","SO-19104","1/10/2021","Gold Bar 10 oz Degussa","1.000000","Houston Numismatic Exchange","18700.000000","Gold","GB10DEG"
"CON-35247","SO-19291","1/16/2021","Gold Bar 10 oz Degussa","1.000000","Houston Numismatic Exchange","18490.000000","Gold","GB10DEG"
"CON-36722","SO-20379","3/17/2021","Gold Bar 10 Gram Any Brand","1.000000","APMEX Inc.","562.790000","Gold","GB10G"
"CON-35347","SO-19372","1/19/2021","Gold Bar 10 Gram Any Brand","6.000000","In God We Trust Coins","605.500000","Gold","GB10G"
"CON-36619","SO-20301","3/11/2021","Gold Bar 10 oz Assorted Brands","15.000000","Bars and Stars, LLC","17527.000000","Gold","GB10GEN"
"CON-38936","SO-21883","7/12/2021","Gold Bar 10 oz Assorted Brands","1.000000","Young's Jewelry, Inc. (TX)","18360.000000","Gold","GB10GEN"
"CON-39928","SO-22519","8/26/2021","Gold Bar 10 oz Assorted Brands","1.000000","Milano Fine Jewelry Inc.","18170.000000","Gold","GB10GEN"
"CON-39562","SO-22257","8/9/2021","Gold Bar 10 oz Assorted Brands","1.000000","Gold & Silver Exchange (MI)","17599.500000","Gold","GB10GEN"
"CON-37170","SO-20729","4/7/2021","Gold Bar 10 oz Assorted Brands","1.000000","Milano Fine Jewelry Inc.","17760.000000","Gold","GB10GEN"
"CON-38016","SO-21327","5/26/2021","Gold Bar 10 oz Assorted Brands","5.000000","Steven Lugovsky","19285.000000","Gold","GB10GEN"
"CON-36683","SO-20347","3/16/2021","Gold Bar 10 oz Assorted Brands","6.000000","The Coin Shop Biloxi","17500.000000","Gold","GB10GEN"
"CON-36100","SO-19924","2/17/2021","Gold Bar 10 oz Assorted Brands","1.000000","Hoover & Strong Inc.","18170.000000","Gold","GB10GEN"
"CON-36720","SO-20377","3/17/2021","Gold Bar 10 oz Assorted Brands","1.000000","Gemonds Texas, Inc.","17770.000000","Gold","GB10GEN"
"CON-38172","SO-21421","6/3/2021","Gold Bar 10 oz Assorted Brands","13.000000","Houston Numismatic Exchange","18850.000000","Gold","GB10GEN"
"CON-40218","SO-22704","9/7/2021","Gold Bar 10 oz Assorted Brands","1.000000","In God We Trust Coins","18239.600000","Gold","GB10GEN"
"CON-36148","SO-19963","2/22/2021","Gold Bar 10 oz Assorted Brands","1.000000","Gold Buyers of Orange Park","18360.000000","Gold","GB10GEN"
"CON-36857","SO-20490","3/24/2021","Gold Bar 10 oz Assorted Brands","1.000000","Hoover & Strong Inc.","17730.000000","Gold","GB10GEN"
"CON-36938","SO-20555","3/29/2021","Gold Bar 10 oz Assorted Brands","5.000000","Bars and Stars, LLC","17460.000000","Gold","GB10GEN"
"CON-37948","SO-21279","5/21/2021","Gold Bar 10 oz Assorted Brands","2.000000","Bars and Stars, LLC","19010.000000","Gold","GB10GEN"
"CON-36445","SO-20171","3/4/2021","Gold Bar 10 oz Assorted Brands","1.000000","Trice Jewelers","17370.000000","Gold","GB10GEN"
"CON-37083","SO-20661","4/5/2021","Gold Bar 10 oz Assorted Brands","2.000000","Young's Jewelry, Inc. (TX)","17640.000000","Gold","GB10GEN"
"CON-42194","SO-23959","11/9/2021","Gold Bar 10 oz Assorted Brands","4.000000","BSD Coins","18530.000000","Gold","GB10GEN"
"CON-40774","SO-22982","9/20/2021","Gold Bar 10 oz Assorted Brands","1.000000","Dr. Gold Jewelry and Diamonds","17890.000000","Gold","GB10GEN"
"CON-42363","SO-24055","11/15/2021","Gold Bar 10 oz Assorted Brands","1.000000","Milano Fine Jewelry Inc.","18880.000000","Gold","GB10GEN"
"CON-41835","SO-23718","10/27/2021","Gold Bar 10 oz Assorted Brands","1.000000","Young's Jewelry, Inc. (TX)","18231.000000","Gold","GB10GEN"
"CON-42852","SO-24420","12/7/2021","Gold Bar 10 oz Assorted Brands","2.000000","Brockhaus Jewelry","18077.000000","Gold","GB10GEN"
"CON-40849","SO-23037","9/22/2021","Gold Bar 10 oz Assorted Brands","6.000000","APMEX Inc.","17830.000000","Gold","GB10GEN"
"CON-41949","SO-23790","11/1/2021","Gold Bar 10 oz Assorted Brands","2.000000","Hoover & Strong Inc.","18175.000000","Gold","GB10GEN"
"CON-42451","SO-24112","11/18/2021","Gold Bar 10 oz Assorted Brands","1.000000","In God We Trust Coins","18861.800000","Gold","GB10GEN"
"CON-42007","SO-23837","11/2/2021","Gold Bar 10 oz Assorted Brands","1.000000","Milano Fine Jewelry Inc.","18116.000000","Gold","GB10GEN"
"CON-43254","SO-24709","12/28/2021","Gold Bar 10 oz Assorted Brands","1.000000","Brockhaus Jewelry","18365.000000","Gold","GB10GEN"
"CON-35560","SO-19515","1/27/2021","Gold Bar 10 oz Assorted Brands","2.000000","Royal Gold & Silver Exchange","18700.000000","Gold","GB10GEN"
"CON-34877","SO-19027","1/7/2021","Gold Bar 10 oz Assorted Brands","5.000000","Central Refining","19325.000000","Gold","GB10GEN"
"CON-35247","SO-19291","1/16/2021","Gold Bar 10 oz Assorted Brands","2.000000","Houston Numismatic Exchange","18490.000000","Gold","GB10GEN"
"CON-34990","SO-19104","1/10/2021","Gold Bar 10 oz Assorted Brands","3.000000","Houston Numismatic Exchange","18700.000000","Gold","GB10GEN"
"CON-43216","SO-24685","12/23/2021","Gold Bar 10 oz Assorted Brands","1.000000","In God We Trust Coins","18338.000000","Gold","GB10GEN"
"CON-43175","SO-24658","12/22/2021","Gold Bar 10 gram PAMP Fortuna","5.000000","Highglow Jewelers (MI)","603.000000","Gold","GB10GPAMPF"
"CON-41620","SO-23546","10/19/2021","Gold Bar 10 gram PAMP Fortuna","12.000000","TSM Coins","596.500000","Gold","GB10GPAMPF"
"CON-36303","SO-20071","2/26/2021","Gold Bar 10 oz Pamp Fortuna","2.000000","Bay Area Metals","17750.000000","Gold","GB10PAMPF"
"CON-35876","SO-19767","2/3/2021","Gold Bar 10 oz Pamp Fortuna","3.000000","Houston Numismatic Exchange","18650.000000","Gold","GB10PAMPF"
"CON-43037","SO-24566","12/15/2021","Gold Bar 10 oz Pamp Fortuna","5.000000","Paras Gold Inc.","18020.000000","Gold","GB10PAMPF"
"CON-35695","SO-19621","1/31/2021","Gold Bar 10 oz Pamp Fortuna","1.000000","Hyatt Coin & Gun Shop, Inc.","18800.000000","Gold","GB10PAMPF"
"CON-34822","SO-18990","1/5/2021","Gold Bar 10 oz Perth Mint","1.000000","Louisiana Gold & Coins","19690.000000","Gold","GB10PERTH"
"CON-43203","SO-24678","12/23/2021","Gold Bar 1oz Any Brand w/Certificate","2.000000","Blue Water Jewelers Inc.","1837.000000","Gold","GB1C"
"CON-39910","SO-22506","8/24/2021","Gold Bar 1oz Any Brand w/Certificate","12.000000","AG Financial LLC","1833.000000","Gold","GB1C"
"CON-39924","SO-22516","8/25/2021","Gold Bar 1oz Any Brand w/Certificate","1.000000","First Place Jewelry, LLC","1821.000000","Gold","GB1C"
"CON-39927","SO-22518","8/26/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","Raleigh Gold Coin and Jewelry LLC","1820.500000","Gold","GB1C"
"CON-40047","SO-22570","8/27/2021","Gold Bar 1oz Any Brand w/Certificate","60.000000","HK Investments","1821.000000","Gold","GB1C"
"CON-35814","SO-19715","2/2/2021","Gold Bar 1oz Any Brand w/Certificate","6.000000","Rocklin Coin Shop","1862.000000","Gold","GB1C"
"CON-37960","SO-21295","5/24/2021","Gold Bar 1oz Any Brand w/Certificate","34.000000","Parkville Jewelers, LLC","1920.500000","Gold","GB1C"
"CON-38071","SO-21363","5/28/2021","Gold Bar 1oz Any Brand w/Certificate","1.000000","Shilla Jewelry Inc","1935.000000","Gold","GB1C"
"CON-38419","SO-21547","6/14/2021","Gold Bar 1oz Any Brand w/Certificate","4.000000","Lynchburg Pawn Shop","1880.000000","Gold","GB1C"
"CON-38420","SO-21549","6/14/2021","Gold Bar 1oz Any Brand w/Certificate","40.000000","Stevenson Rare Coin","1895.000000","Gold","GB1C"
"CON-38644","SO-21686","6/18/2021","Gold Bar 1oz Any Brand w/Certificate","2.000000","Dr. Gold Jewelry and Diamonds","1801.000000","Gold","GB1C"
"CON-38647","SO-21689","6/18/2021","Gold Bar 1oz Any Brand w/Certificate","3.000000","Liles Jewelers Inc.","1805.000000","Gold","GB1C"
"CON-38649","SO-21690","6/18/2021","Gold Bar 1oz Any Brand w/Certificate","17.000000","JG Kronenberger Fine Jewelry","1805.500000","Gold","GB1C"
"CON-38654","SO-21693","6/18/2021","Gold Bar 1oz Any Brand w/Certificate","25.000000","JTC Jewelry & Design","1803.000000","Gold","GB1C"
"CON-38764","SO-21767","6/25/2021","Gold Bar 1oz Any Brand w/Certificate","4.000000","David Kay Jewelers LLC","1811.000000","Gold","GB1C"
"CON-38767","SO-21768","6/25/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","Mitchell's Jewelry (OK)","1808.000000","Gold","GB1C"
"CON-38765","SO-21769","6/25/2021","Gold Bar 1oz Any Brand w/Certificate","10.000000","Gold City Jewelry","1817.000000","Gold","GB1C"
"CON-38916","SO-21870","7/9/2021","Gold Bar 1oz Any Brand w/Certificate","4.000000","Main Street Metals LLC","1839.500000","Gold","GB1C"
"CON-39074","SO-21965","7/20/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","Mitchell's Jewelry (OK)","1838.000000","Gold","GB1C"
"CON-39594","SO-22281","8/10/2021","Gold Bar 1oz Any Brand w/Certificate","50.000000","Tulsa Gold and Silver","1758.000000","Gold","GB1C"
"CON-40048","SO-22571","8/27/2021","Gold Bar 1oz Any Brand w/Certificate","30.000000","Young's Jewelry, Inc. (TX)","1839.000000","Gold","GB1C"
"CON-40066","SO-22585","8/30/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","The Coin Shop Biloxi","1848.000000","Gold","GB1C"
"CON-38428","SO-21555","6/14/2021","Gold Bar 1oz Any Brand w/Certificate","1.000000","Tennessee Precious Metals, Inc","1895.000000","Gold","GB1C"
"CON-38429","SO-21556","6/14/2021","Gold Bar 1oz Any Brand w/Certificate","4.000000","Scotts Valley Jeweler","1895.000000","Gold","GB1C"
"CON-38653","SO-21697","6/18/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","JR Bullion","1803.000000","Gold","GB1C"
"CON-38774","SO-21773","6/28/2021","Gold Bar 1oz Any Brand w/Certificate","5.000000","Pulido's Custom Jewelry","1810.000000","Gold","GB1C"
"CON-38777","SO-21775","6/28/2021","Gold Bar 1oz Any Brand w/Certificate","10.000000","Raleigh Gold Coin and Jewelry LLC","1808.000000","Gold","GB1C"
"CON-38926","SO-21878","7/11/2021","Gold Bar 1oz Any Brand w/Certificate","15.000000","Coinhuskers LLC","1843.000000","Gold","GB1C"
"CON-39342","SO-22100","7/28/2021","Gold Bar 1oz Any Brand w/Certificate","10.000000","Coinhuskers LLC","1825.000000","Gold","GB1C"
"CON-39341","SO-22101","7/28/2021","Gold Bar 1oz Any Brand w/Certificate","20.000000","Young's Jewelry, Inc. (TX)","1827.000000","Gold","GB1C"
"CON-39444","SO-22168","8/4/2021","Gold Bar 1oz Any Brand w/Certificate","75.000000","Abraham's Jewelry","1845.000000","Gold","GB1C"
"CON-39535","SO-22238","8/9/2021","Gold Bar 1oz Any Brand w/Certificate","20.000000","Paras Gold Inc.","1770.000000","Gold","GB1C"
"CON-39680","SO-22341","8/12/2021","Gold Bar 1oz Any Brand w/Certificate","4.000000","Dallas Diamonds","1784.000000","Gold","GB1C"
"CON-38080","SO-21371","5/28/2021","Gold Bar 1oz Any Brand w/Certificate","15.000000","Coinhuskers LLC","1929.000000","Gold","GB1C"
"CON-38087","SO-21376","6/1/2021","Gold Bar 1oz Any Brand w/Certificate","15.000000","Mitchell's Jewelry (OK)","1933.000000","Gold","GB1C"
